track,artist,genre,valence_tags,arousal_tags
Cobra Coral,The Dining Rooms,electronic,7.25,2.49
Dumb All Over,Frank Zappa,rock,3.2151428571428573,4.109714285714285
My Lover's Gone,Dido,pop,4.782127659574468,3.766276595744682
Entre la mer et l'eau douce,Hṛṣṭa,post-rock,4.39,3.93
Rise to Glory,Earth,drone,5.620735294117646,3.5626470588235293
Protheus Requests/Light On/Your Phone Is Out,Jerry Fielding,soundtrack,5.88,4.05
Quen a Virgen Ben Servira,Ensemble Alcatraz,spanish,6.0,4.45
Nyctalopia (Onova Remix),Andy Blueman,trance,5.514285714285714,4.133928571428571
Tetris,Midtown Dickens,anti-folk,8.036078431372548,6.15686274509804
Symphony No. 6 in F major ('Pastoral') Op. 68: Allegretto,Ludwig van Beethoven,,3.23,2.705
Maybe Tonight,Nicole Atkins,indie,6.393559322033898,5.480169491525423
Highly Suspicious,My Morning Jacket,rock,6.734044943820224,5.852584269662922
Where the Dead Lost Their Bones,Memorandum,,5.67,5.4
Wild Ride,Lost Dogs,gospel,3.05,3.05
Pie Jesu,The Priests,choral,6.95,5.0
Ascension - Edition I,John Coltrane,jazz,5.55,4.29
Fireflies in a Steel Mill,The Elected,indie,5.995,4.69
"Gregorian Chant: Ave verum Corpus, Sequentia in Honorem SS. Sacramenti",Benedictine Monks of the Abbey of St. Maurice & St. Maur,,6.95,5.0
Sailing In Turquoise,Green Empathy,lounge,5.525,4.205
Seven Seas,Marcomé,new age,6.376666666666666,4.07
rumour,HTRK,,3.7,5.675
Eudaimonia Overture,Paul Gilbert,guitar,6.095000000000001,5.04
From the Edge of the Deep Green Sea,The Cure,new wave,4.360780141843971,4.254042553191491
Mic Like A Memory f. Kory Calico,CunninLynguists,downtempo,3.15,3.32
I Won’t Live In Sin With You,Unknown Hinson,rockabilly,7.81,5.33
Krieger,Blutengel,german,6.68,4.693333333333333
From Stardust to Sentience,High Places,experimental,4.899418604651163,2.951860465116279
Witchy Woman  (LP Version),Eagles,rock,6.05,5.45
I'm Hungry,Bo Diddley,guitar,6.32,3.23
Stupid Guy,Joan Bishop,electronic,7.81,5.33
Holló Utca 5,Venetian Snares,classical,5.4,4.23
Love Must Wax Cold,Sieben,neofolk,6.76,3.31
Dinninit,De La Soul,hip-hop,6.205,4.45
Be Yourself,Enrique Iglesias,pop,7.57,5.5
Pontchartrain,Vienna Teng,piano,4.071638655462185,3.893655462184874
Tombeau De M. Meliton,Marin Marais,baroque,6.275,3.2250000000000005
白桦树,朴树,pop,7.25,2.49
"Bump, Bump, Bump",B2K,hip-hop,7.4,6.35
Lemon Drop,Pistol Annies,country,7.125,4.77
Shepherd Moons,Enya,new age,6.140425531914894,3.637659574468085
We Built This City On Rock And Roll,Jefferson Starship,rock,4.185,3.16
Spanish Air,Slowdive,shoegaze,4.832941176470588,2.8429411764705885
Catacomb,James Dooley,symphonic metal,6.136666666666667,5.613333333333333
Empire State of Mind,Alicia Keys,hip-hop,7.57,5.5
Candy Man (Instrumental),Brown Eyed Girls,electronic,7.95,6.95
Witch's Reel,Green Crown,,5.11,5.52
I Ain't Been Licked,Diana Ross,pop,6.38,3.09
La Faute à Voltaire,Contreband,french,4.682,2.996
Birthright,a-ha,pop,5.590888888888889,4.453777777777778
boyz-n-the-hood,Dynamite Hack,punk,4.185,3.16
Goblin Girl,Frank Zappa,rock,3.3600000000000003,2.43
Rogue,Discipline,progressive rock,5.045,4.945
Motherless Child,Dave Van Ronk,country,1.913333333333333,3.7266666666666666
The Black Rider,Tom Waits,singer-songwriter,4.2701986754966885,3.9215894039735097
Body Architects,Tommy Lee,alternative,3.85,5.64
Own Alone,Sinister Trailerpark Magic,metal,5.411538461538462,4.872307692307692
Of Information & Belief,June of 44,post-rock,4.638888888888889,2.7622222222222224
Doctor Monroe,Casey Dienel,singer-songwriter,7.67,4.82
Moola Mantra - Part I,Deva Premal,meditation,4.6525,3.93
20k Money Making Brothers on the Corner,Re-Up Gang,,7.25,5.65
Stringz Ultd.,Chiller Twist,electronic,6.33,5.026666666666666
Essential Wear for Future Trips to Space,Ballboy,indie,7.25,5.65
Stromlinien,Michael Rother,krautrock,2.86,2.045
Head On,Loop,shoegaze,3.41,1.715
Full Moon In The Forest,Sattyananda,electronic,5.55,4.29
Blue Line Swinger,Yo La Tengo,indie,7.551666666666666,4.868333333333334
Suffragette City,Seu Jorge,soundtrack,2.5133333333333336,3.3233333333333337
"Hymns Mash-up, Pt. 2: Come Thou Fount / Be Thou My Vision / I Need Thee Every Hour / Stand Amazed in the Presence / Amazing Grace",Anthem Lights,,6.95,5.0
Irresistible Delicious,Missy Elliott,hip-hop,7.25,5.65
Mississippi,Paula Cole,pop,6.267763157894737,6.240131578947368
Hab mir oft gewünscht,Ina Deter,german,7.26,2.55
Time and Space,Midnight Movies,psychedelic rock,3.29,4.0
I Just Don't Get It,Midi Life Crisis,,5.42,4.39
New Breed,Evil Conduct,punk,7.45,4.19
Last Seven Plagues,Maurizio Bianchi,noise,4.985,5.7
Resolution 4,FGFC820,electronic,3.94,4.36
Liberated,Blueprint,hip hop,1.265,3.1
Metalixir,Etnoscope,goa trance,7.55,6.9
Happiness is,"Hector Zazou, Peter Gabriel & Yungchen Lhamo",sad,5.47875,3.16375
Prophecy (raining blood remix by First Black Pope),Unter Null,industrial,4.17,5.18
inn,Manual,idm,6.074189189189189,3.647297297297298
Berzerk,The Society of Invisibles,rock,3.52,5.36
Better Days,Anthony Hamilton,soul,6.42,2.76
Ronan,Taylor Swift,sad,4.0518253968253966,3.967619047619048
Dang,The Jon Spencer Blues Explosion,rock,3.35,4.36625
Nigdy więcej nie tańcz ze mną,Ania,jazz,6.545000000000001,4.785
Cherry Filter,체리필터,,6.2,6.1066666666666665
Become You,Indigo Girls,folk,7.75,5.833333333333333
Chameleon,Trentemøller,electronic,1.8060000000000005,1.1375
Gerudo Desert,近藤浩治,,7.55,6.9
Viola Meu Bem,Badi Assad,folk,7.795,6.075
Two Against Nature,Steely Dan,rock,6.32,5.13
Leavin' Me,Bent,electronic,5.71,3.5966666666666667
The Good You Make,Emm Gryner,pop,6.55,3.5200000000000005
The Weird Al Show Theme,"""Weird Al"" Yankovic",comedy,6.670784313725489,4.362418300653595
Trapped in a Box,No Doubt,ska,7.489999999999999,5.605
Lovesick (Once Again),The Hundred in the Hands,indie,5.09,4.21
Season of the Witch,Donovan,classic rock,5.750000000000001,3.257857142857143
Abrazo Distante,Tristeza,post-rock,6.105,2.58
Cocaine Socialism (Proper Version),Pulp,british,7.25,5.65
God's Song (Album Version),Cold,rock,4.32,3.55
Life Is Good Blues,Laura Veirs,acoustic,6.95,4.7
...To Die For,Hans Zimmer,soundtrack,6.335869565217391,5.9984782608695655
Do You Want Me,Dominic Miller,guitar,7.709999999999999,4.265
The Sickness,DJ Signify,trip-hop,3.15,3.32
Ghost Town,First Aid Kit,folk,4.192702702702703,3.5274774774774778
Resurrected,Nox Arcana,dark ambient,4.396,4.95
Speechless,Ciara,soul,6.436000000000001,4.668
The Ship Song,Nick Cave & The Bad Seeds,alternative rock,5.222857142857143,4.588571428571428
Light Of The Seven,Ramin Djawadi,soundtrack,4.14,6.62
Obstinate; Obdurate,Matt Howden,electronica,5.9,4.77
Mellow Mood,Johnny Nash,reggae,5.4475,3.9525
Errance,Angellore,folk,4.4575,2.75
Om Du Vore En Vakthund,Dungen,psychedelic rock,3.595,2.4
Secret,Howie Day,singer-songwriter,3.2099999999999995,1.38
Take Me to the Riot,Stars,indie,6.769122807017544,4.284210526315789
Oh Yeah,Bat for Lashes,indie,3.698762376237624,2.9447029702970293
Antinea,Ataraxia,medieval,5.802535211267606,4.349859154929578
Happy Up Here,Röyksopp,electronic,7.834144144144147,5.494414414414413
Degenerated,Backyard Babies,rock,3.85,5.64
Pan Tadeusz,Zebrowski & Jopek,,7.17,6.33
Nightmares (featuring Infusion),Junkie XL,breakbeat,5.29,3.48
Baby's Got Her Gun Out,Rediscover,electronica,7.6,5.343333333333334
some other time,Gabriela Robin,anime,1.87,2.065
The Everyday World of Bodies,Rodan,math rock,6.32,3.23
She Spoke To It Through A Clock Radio In A Dream And Woke As A Cloudburst Obliterating Her Civilization,Venetian Snares,noise,3.44,5.63
God Is Dead,Midtown,alternative rock,2.9133333333333336,4.77
Let The Flames Begin [Live],Paramore,rock,4.0,5.7
Strange Form Of Life,"Bonnie ""Prince"" Billy",folk,3.906393442622951,4.004098360655738
1. David Jay 2. Peter Murphy 3. Kevin Haskins 4. Daniel Ash,Bauhaus,post-punk,2.2666666666666666,3.713333333333333
You've Lost Your Way,Idlewild,indie,2.53,6.2
Escape,Brazil,indie rock,5.86,4.45
The Long Grift,ORIGINAL CAST RECORDING,,6.0,5.48
Lead Sail (And A Paper Anchor),Atreyu,metalcore,4.630686274509804,4.837941176470588
Casey,Darren Hayes,pop,6.729684210526316,4.705157894736841
Brooklyn Zoo (Remastered Amended Version),Ol' Dirty Bastard,,4.19,5.35
Amsterdam (Live),Coldplay,alternative,6.191029411764705,3.2319117647058824
The Old Dope Peddler,Tom Lehrer,comedy,6.72,4.86
Stepson,Foals,indie rock,5.503333333333333,4.166666666666667
Sonata in G minor for Viola da Gamba,Johann Sebastian Bach,classical,6.32,3.23
Wasted (Reprise),Pearl Jam,rock,4.96,2.9225
Pillow (Quasar remix),Yvel & Tristan,progressive breaks,6.723333333333333,3.8133333333333335
Sensual Seduction (Super Clean),Snoop Dogg,electronic,5.47,5.9
Paranoid,The Dillinger Escape Plan,metal,5.045,4.945
200 Bars,Spiritualized,ambient,6.02242718446602,3.666990291262136
"Dopamine, Seratonin, Adrenaline",Therapy,rock,7.12,6.1
The Cellar Song,Catherine and the Owl,,2.97,3.03
If God Smokes Cheap Cigars,Envy on the Coast,rock,5.110814814814815,4.032666666666667
chicken farm,The Abodes,anti-folk,7.81,5.33
Disembodied,Xentrifuge,electro-industrial,4.967041420118344,4.899467455621302
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,pop,7.42,6.799999999999999
Red Light-Green Light,Limp Bizkit,nu metal,4.41,2.11
Obsidian Beats,Kaya Project,electronic,6.315,5.495
ANA BEKO'ACH (SHORT VERSION),Cordovero,singer-songwriter,6.57,5.04
Ты не один,Brainstorm,rock,7.57,5.5
Whale Noises,Brian Regan,comedy,5.235,5.24
From Bath With Love,Danny Byrd,liquid funk,7.991428571428571,4.982857142857143
Horsepig,Attila,reggaeton,5.97,5.66
Sweetest Sin,Jessica Simpson,pop,6.872676056338028,5.54718309859155
Ignition,Philosophonic,alternative,4.635,4.91
³­³ª³ª¼Û (Dance),DJ Buddy,,5.035,4.875
Last Song,巡音ルカ,vocaloid,3.445,0.835
Askia (Tzoura Remix),Palyrria vs Ajja and Master Margherita,electronic,5.55,4.29
Escape Before the Rain,How to Dress Well,lo-fi,2.5066666666666664,1.6333333333333333
Vent,Tricky,trip-hop,4.606885245901639,4.199180327868852
Nihilist,Architects,metalcore,7.57,6.1
Gloria: In Excelsis Deo/Gloria [Van Morrison Version],Patti Smith,rock,7.2,5.66
From the Beginning Till the End,Ethereal Pilgrim,electronic,5.638518518518518,3.822962962962963
That Lucky Old Sun,Johnny Cash,country,6.84,3.81
Contact,Phish,rock,6.74,3.1299999999999994
Frittering,Mercury Rev,indie,5.090927152317881,3.6874172185430463
Too High,Dave Matthews,rock,5.236428571428571,3.626285714285714
Cumbada,L'Ensemble Rayé,latin,8.02787037037037,5.943796296296296
"Playing Your Game, Baby",Barry White,soul,7.341587301587301,5.513650793650794
Cross My Mind,Jill Scott,soul,6.510312499999998,4.389583333333334
Vegetables,The Beach Boys,pop,7.298888888888888,5.238888888888889
Road To Shambala,Peter Sterling,new age,4.652392638036809,2.793742331288344
Hello Good Morning,Diddy - Dirty Money,hip-hop,7.744999999999999,5.095000000000001
It's No Mystery (Featuring Lori Fine (Coldfeet)),Makoto,,7.47,5.833333333333333
Outro (Они не вернутся),Александр Лаэртский,,3.52,5.36
The West Pole,The Gathering,gothic metal,6.508953974895398,3.849916317991632
Easy,Barenaked Ladies,alternative,1.2692105263157891,1.7105263157894737
Master Hand,Nick Elward,electronic,3.71,3.4
First Time Ever I Saw Your Face,Johnny Cash,country,6.113508771929826,4.178947368421054
Chikyuu Kyoumei,菅野よう子,rock,7.76,6.225
Double Dare,Bauhaus,post-punk,5.314444444444444,4.168888888888889
Macgillycuddy's Reeks,Warren Zevon,rock,2.513333333333333,3.3233333333333333
Sumi-e,Goldmund,ambient,6.47,1.95
Rain,Sara Groves,,6.21,3.5
Brown Jenkin,Rudimentary Peni,deathrock,2.9,5.09
Blume,Anita Lane,post-punk,4.916862745098039,4.714705882352941
For My Sake,Shinedown,rock,5.7,6.153333333333333
Revolution's a Lie,Ariel Pink's Haunted Graffiti,lo-fi,6.680000000000001,4.37
07. Type O Negative - She burned me down,<Artista Desconhecido>,,2.52,5.05
Eyes Wide Open,Goo Goo Dolls,alternative rock,7.57,6.1
Verdi: Aida,"Pur ti riveggo, mia dolce Aida",opera,7.17,6.33
"Freddie, Please",Derek Webb,,4.24,5.19
Beat Away,The Reds,electronic,4.534,5.082
The Church,John Murphy,soundtrack,1.5,2.675
Let It Go,James Bay,indie pop,6.68,2.81
Prince ft. (dc),LAKEY INSPIRED,chill,6.296666666666667,3.306666666666666
Лежачие Камни,Сабака,indie,7.51,4.845000000000001
Final Hour,Vivian Green,soul,6.805,3.64
Regret (Junior Dub mix),New Order,piano,4.0,5.7
Title Track,UniVerse MCs,experimental,5.86,4.45
Wonderful Tonight,Eric Clapton,classic rock,5.277520661157024,4.0664462809917366
Humanoid Boogie,The Bonzo Dog Band,comedy,7.36225,5.584125000000001
Primo,Masakatsu Takagi,,4.82,4.1
Transmutation Of Species Part 3,Talbot & Deru,microtonal,5.246363636363636,3.8254545454545457
Sunshine,The Flashbulb,electronic,7.2666666666666675,5.069999999999999
Travelin' Prayer,Billy Joel,rock,6.71,3.96
Piano Solo,The Seatbelts,piano,6.47,3.22
Switching Pencils,Bacanal Intruder,final fantasy,6.58,4.0025
Love Is to Die,Warpaint,indie,0.6926315789473684,0.4513157894736843
Getting Lost,Angelo Badalamenti,soundtrack,5.53,4.013333333333334
An Indian Summer (Pepper Indian Slumber Mix),Al-pha X,electronic,5.55,4.29
Pleads and Postcards,The Red Jumpsuit Apparatus,reggaeton,6.083594470046084,5.749308755760368
I'll Take You On,Howie Day,acoustic,6.707608695652174,3.622652173913044
Birth Is Through Blood,Hexentanz,dark ambient,5.4,4.23
White Light / White Heat,Lou Reed,rock,3.3240000000000003,4.0360000000000005
Lounge Lizard (PLEM mix),The Original Kenyons,indie,4.465,4.865
Vamos Arriba,Naty Botero,pop,4.0,5.7
Family,The RH Factor,nu jazz,7.240000000000001,4.8
No More Hurt,The Durutti Column,alternative,5.865,4.0225
Swords,Zola Jesus,electronic,4.363448275862069,4.402758620689656
All the Way,Diamanda Galás,emo,2.578224043715847,4.808169398907104
Tbtf,Kevin Drew,indie,6.02593220338983,2.850338983050848
Dinah-Moe Humm,Frank Zappa,progressive rock,3.522,4.106
Watch The Sun Come Up,Example,electronic,7.215888888888889,4.372888888888889
One Armed Lullaby,Sevdaliza,noise,6.088562300319488,4.761693290734825
Nevers,The Fiery Furnaces,experimental,4.966666666666667,3.466666666666667
Sick Friend,Aesop Rock,hip-hop,7.26,2.55
Lunch Hour Pops,Broadcast,electronic,6.594285714285714,4.255714285714285
Sleepwalker's Timeless Bridge,Amon Düül II,krautrock,4.4,6.0
The Swell/like Neverwhere,Johnny Foreigner,indie rock,1.225,2.825
Mellow Mood,Slightly Stoopid,reggae,6.64,3.0
Obsession,Gesaffelstein,electronic,3.885,5.1000000000000005
Beautiful Blue,Holly McNarland,indie,4.376062992125984,2.9529921259842515
Manifest Destiny,Zola Jesus,ambient,4.546303630363037,4.027095709570958
Inti Zar,Yahel Feat. Riko,trance,6.395,5.45
Cucamonga,Frank Zappa,progressive rock,3.558,3.402
A Toast to Men,Willa Ford,pop,3.9,3.055
All for Self,Fun Lovin' Criminals,alternative rock,1.72,1.0833333333333333
Smoke in the Shadows,Lydia Lunch,no wave,7.22,6.02
In This Room,Leslie Tucker,jazz,5.276666666666667,2.6633333333333336
J'me gratte,Sylvie Joly,comic,7.5,4.3
The Great S.McQueen,Steve Ellington Band,electronic,6.484775641025641,4.706858974358974
Invitation to Death,Terminal Choice,downtempo,4.915,3.065
Jennifer 8,TimTim,experimental,4.4,6.0
Cold Dead Skin,The Sin:Decay,industrial metal,3.6705882352941175,3.4247058823529413
Tufted Titmouse,___dREàgänN||||||,noise,4.820297029702971,4.668118811881189
Black Rumour,yesnoyes,indie,4.9725,3.9025
Bang Bang Rock & Roll,Art Brut,british,3.556666666666666,3.18
Play That Guitar Rag,David Wilcox,classic rock,2.7425,3.395
Maliblue,Darius,house,6.1450000000000005,3.145
Shadows' Blood,Cultus Sanguine,doom metal,1.575,1.66
Waterfront,David Sylvian,ambient,3.1600000000000006,2.565
Falling In Love Again,Eagle-Eye Cherry,acoustic,7.028425925925927,4.638518518518517
Love Scented Bicycle,Loons,french,6.35337386018237,2.99790273556231
Go!,Letters to Cleo,rock,4.0,2.88
Minerva,Deftones,metal,6.41625,5.175500000000001
Dog It,Digable Planets,hip hop,5.6558947368421055,3.2573684210526315
Love As Blood,Icon of Coil,ebm,4.6,3.59
The Carnival Of The Animals - 13. Le Cygne,Camille Saint-Saëns,,6.95,4.0
Sacrifice,Elton John,pop,5.935714285714285,3.931428571428572
We Built This City,Jefferson Airplane/Jefferson Starship/Starship,electronic,6.84,5.0
When You're Gone,Avril Lavigne,pop,5.71867924528302,4.48
Show Me,Mint Royale and P.O.S.,,3.785,3.05
Contamination,Destroid,ebm,3.2766666666666664,2.043333333333333
Mr. Hate,The Tubes,new wave,2.513333333333333,3.3233333333333333
Justice Aversion,Smog,lo-fi,3.2516666666666665,2.615
She Is Beautiful,Andrew W.K.,rock,7.17153846153846,5.178461538461539
I'll Mind You,The Wrens,indie rock,6.033333333333333,2.3833333333333333
With Teeth,Nine Inch Nails,industrial,4.880714285714285,5.624761904761905
Blow the trumpet,Gilbert Linley,electronic,7.8,5.25
Not Ready To Die,Demon Hunter,metalcore,3.08,5.870000000000001
Recurring Dream,Crowded House,rock,7.312500000000001,5.0925
The Days,Avicii,electronic,6.940000000000001,4.7
A New Kind of Water,This Heat,experimental,1.625,2.0
Make You a Believer,Cassie,,4.0,5.7
Black Lead,Death in Vegas,electronic,6.069999999999999,2.7
Closing,Wah!,mantra,2.804210526315789,1.72
Rothko Chapel,David Dondero,indie rock,6.32,3.23
Don't Look Down,David Ryan Harris,acoustic,5.6825,3.06
Somebody Stole My Gal,The Original Memphis Five,dixieland,5.35,4.71
Curse,Robbie Williams,rock,6.895280898876405,5.845280898876405
Tonight,Westlife,pop,7.690246913580246,4.908024691358025
The Next Man,Anita Lane,,7.37,5.46
Mystified,Dannii Minogue,pop,6.616328125000001,5.991328125
Everbody Loves The Clown,Nirvana,,3.0,5.35
The Outsider,Marina & the Diamonds,indie,6.966774193548387,6.024193548387096
Happy Time,Tim Buckley,folk,6.83864406779661,4.6000000000000005
The End Of The Day,Karunesh,new age,5.151538461538461,2.938333333333333
Going Home [Theme of the Local Hero],"Mark Knopfler, Alan Clarke, Mike Brecker & Tony Levin",soundtrack,7.45,5.05
Cuncti simus concanentes,Trobar de Morte,indie,5.988333333333333,4.99
Death & Rebirth,Le' rue Delashay,soundtrack,5.293333333333333,5.583333333333333
Phaseday,Peter Baumann,electronic,2.86,2.045
Blowing Out A Wish,As Tall As Lions,indie,4.7525,3.055
"01 - Prémices, NO alcohol, alkolgabe musika",Zuhurbelea,electronic,4.898888888888889,4.418888888888889
Wenn Sie Diesen Tango Hört,Pur,german,4.83,2.68
Broken Strings (ft. Nelly Furtado),James Morrison,soul,7.135,4.155
Sens dessus dessous,Raymond Devos,comic,7.5,4.3
Rowdy Blues,The Be Good Tanyas,folk,5.158235294117647,3.207254901960784
"The Third Decade, Our Move",DJ Shadow,hip-hop,3.8866666666666663,2.18
Gorilla Pimp,"Royce da 5'9""",hip hop,6.84,3.81
z. n. b,Klein Kaiser,hard rock,5.0,5.28
Nobody's Fault,Marianne Faithfull,acoustic,5.634935064935065,3.822987012987013
Did I Mention,Heather Pierson,sad,4.68,3.02
Магистраль,Disciplina Medicina,drone,3.54,2.39
Sanctuary,Cavalera Conspiracy,thrash metal,4.666666666666668,6.046666666666666
London,Vanessa Carlton,pop,5.6425,4.8075
March of the Bob Cats,Bob Crosby,dixieland,8.0,5.76
Trailer For Rent,Pistol Annies,country,7.125,4.77
Alone,Ohio Players,soul,5.795,4.675
Gas Attack,British Iron age,,1.575,1.66
Something Nice,Stina Nordenstam,alternative,5.77,3.17
A Brighter Day,Ronny Jordan,jazz,6.48,4.24
Wait A Minute,4minute,k-pop,7.655,5.525
Acquiescence,Banco De Gaia,electronic,5.55,4.29
Slide  feat Jadakiss of D-Block,Slick,,5.0,4.17
No-No Song,Ringo Starr,classic rock,7.545,5.59
The New Jerusalem,A Challenge of Honour,dark ambient,5.1466666666666665,3.9566666666666666
Die Weihe des Eises,Klage,,5.74,5.24
Two Moons,toe,post-rock,5.855,3.385
Rock with U,Janet Jackson,dance,7.2786991869918705,6.318048780487805
Timeless,Subatomic Dreams,electronic,4.612903225806452,3.298387096774193
Song of the Dispossessed,Dead Can Dance,ambient,3.2843269230769225,1.946105769230769
Chaos,The Oppressed,street punk,3.62,5.375
Gotta Work,Amerie,pop,7.304925373134329,5.716119402985074
Instrumental,LL Cool J,electronic,5.26,3.9
Before I Go,John Hiatt,rock,3.24,3.33
Five Pound Bass,Robert Earl Keen,singer-songwriter,6.65,4.77
Follow Me,Paul McCartney,classic rock,5.5309459459459465,3.0189189189189185
Perfect Hair,Danger Doom,hip-hop,0.6072727272727273,0.2554545454545455
Golden Earth Girl,Paul McCartney,british,6.416478405315615,3.7275415282392026
KooKooKa Fuk-U,!!!,indie,3.41,1.715
Moonshine,Paul Weller,rock,7.969999999999999,5.91
Let Your Love Grow (Apparat Live Version),moderat feat paul st hilaire,electronic,7.18,4.95
Little Hand,Braids,ambient,6.944166666666666,4.3341666666666665
Weight of My Words,Kings of Convenience,indie,6.207460317460318,3.013333333333333
Ha Ha,Mates of State,indie pop,7.5950442477876114,5.422389380530973
funky jungle,Moony,,5.83,7.27
Hybrid-3,Mindustries,hardcore,4.515,4.83
Late Again,Stealers Wheel,rock,3.71,1.585
Workbench 4,John Roach,noise,5.67,5.4
Touchdown Turnaround (Don't Give Up On Me),Hellogoodbye,dance,7.839915254237288,5.938559322033898
Cold To The Touch,The Brian Jonestown Massacre,indie rock,5.6085714285714285,4.171428571428572
Perpetual healing of infinite pain,Martyr,death metal,5.0,5.28
Kiwi,Maroon 5,pop,7.187619047619046,5.706666666666668
Sicilienne,Gabriel Fauré,classical,7.204814814814815,4.412962962962963
PM Express (Nicolas Masseyeff remix),F.E.X vs. Nikitin & Semikashev,techno,5.88,4.05
Australia: Canada,Philip Glass,,6.84,5.0
Waiting,Cake,rock,6.8375,3.6675
Pomp and Pride,Toots and The Maytals,reggae,8.04,5.569999999999999
Camel,Flying Lotus,electronic,2.995,1.6700000000000004
"I'm The Man, That Will Find You",Connan Mockasin,alternative,7.414925373134328,6.685820895522388
Rainbow,Jessie J,pop,4.0,5.700000000000001
Why [In Search Of Sunrise Edit],Ahmet Ertenu,trance,5.265,3.74
Ja,"Kaczmarski,Gintrowski,Lapinski",,5.42,4.39
My Very Best,Elbow,indie,5.386949152542373,3.713050847457627
Astronaut,Amanda Palmer,dark cabaret,7.343333333333333,5.843333333333333
One Evening (VV Mix),Feist,indie,7.41,6.574999999999999
Leaving Nara,alt-J,indie,3.595,2.4
The Last Track,Pnau,electronic,5.912280701754386,3.8226315789473686
Blood Flower,Tilly and the Wall,indie pop,5.835,5.9
Lady Melody,Tom Frager,rock,7.856666666666666,6.616666666666666
Blue Prelude (Album Version),Nina Simone,jazz,5.3,4.97
Iron and Cream,Pixelord,hip-hop,6.55,3.52
F... You!,Virtual Embrace,electro,3.94,4.36
Summer in the City,Joe Jackson,rock,8.0,5.76
"Do What You Want, Yeah",Letters to Cleo,alternative rock,4.51,3.4875
Anais No. 3,Mahogany,,6.81,4.33
Jesus Lord Of Heaven,Kutless,worship,5.254166666666666,3.7366666666666655
Wild Side,La Toya Jackson,pop,2.75,5.75
Dwindles In Defeat,Keshco,indie,4.2416,3.6716
School For Scandal,Debbie Harry,new wave,5.42,4.39
Running To The Edge Of The World,Marilyn Manson,rock,3.524605263157895,3.160131578947368
Scenic World (Version),Beirut,indie,6.537453416149068,4.35888198757764
Sinners and Saints DEMO,The Lake Isle,singer-songwriter,4.9275,2.4475
I Want Love (Studio Mix),Akira Yamaoka,soundtrack,4.366666666666666,3.79
Blood On Our Hands (Justice Remix),Death from Above 1979,electronic,7.57,6.233823529411764
Earth Magic: 1,Starhawk,dance,5.785,3.195
Black Lexus,Joseph Arthur,singer-songwriter,5.43929292929293,2.845
Intro (Season of Glass),여자친구,pop,3.4,5.57
Sir,Sertab Erener,turkish,6.15,4.815
I Only Eat Candy,Nerf Herder,geek rock,6.72,4.86
So High,foner,,6.47,3.22
Neo-rista,Neo-Rista,noise,5.851315789473684,4.518947368421053
Lost - Dr. J. Rámoz remix,Stervhïa,trip-hop,4.08,4.3
It's The Most Wonderful Time Of The Year(Live),Boa,,7.12,6.1
Yoga Fire,Free the Robots,experimental,5.25,3.73
Jednom će neko,Slađana Milošević,,6.32,5.13
This Is A Document,The One AM Radio,electronic,7.63,5.89
Lose It,Devlin Love,,5.263333333333334,4.373333333333333
Dis (Reverberation),Hecq,electronic,1.975,2.785
Brimful Of Asha,Cornershop,alternative,7.553181818181818,5.462272727272727
Syyskansan tarinoita,Aavepyörä,suomisaundi,6.0,6.57
Lily Two,Matt Pond PA,indie,6.986666666666667,4.8100000000000005
Bless the Lord My Soul,greenwelter,,5.12,4.5
Ride Or Die,Jay-Z,rap,6.42,2.76
Hordaland Doedskvad Part II,Taake,black metal,2.41,4.48
Breaking My Heart Again,Aqualung,indie,5.060225563909774,3.66842105263158
Virginia Mountain Morning,Craig Urquhart,,7.264179104477612,4.3064179104477605
chinese new year,SALES,indie pop,7.77,4.14
Let Me Go (Disgustitron Remix),Stray,chill,5.94,3.3975
Not So Manic Now,Dubstar,pop,6.814,3.88
Milonga del Moro Judío,Jorge Drexler,chill,5.685,3.375
Epitaph,Rukkanor,industrial,5.4,4.23
The Hawthorne Passage,Agalloch,doom metal,4.60175,3.444
Think Long,Mates of State,indie,5.867272727272726,4.162727272727272
"Cloudy, Since You Went Away",The Caretaker,dark jazz,4.206,5.522
Trapped,The Beauty of Gemina,gothic rock,1.97,2.18
君がいた物語 ~ Dream Field MIX,See-Saw,,5.68,4.27
You Are the Light,The Innocence Mission,folk,6.86,3.375
I love you,The Boyfriends,indie,5.92,4.263333333333334
City Bird,of Montreal,indie,6.44,3.6000000000000005
Ghost White (Ralf and Iza Remix),Rupesh Cartel,electronic,7.495,5.025
Brazil (Opus version),Kate Bush,sad,4.014,3.89
Jenny Dare,Ravelyn,indie,7.45,6.62
Jeanette,Airiel,shoegaze,6.48,4.24
Space Fantasy,Isao Tomita,electronic,3.595,2.4
Breaking The Tape,Keshco,electronic,3.158,3.539
Quartet For Strings And Piano In A Minor,Gustav Mahler,classical,3.52,5.36
New York I Love You,LCD Soundsystem,electronic,1.3930693069306932,2.315148514851485
Sequentia 'Veni Sancte Spiritus' (Missa in Dominicia Pentecostes),Schola Cantorum of Amsterdam Students,,6.95,5.0
My Evaline,Weezer,alternative,7.774455445544555,4.533564356435644
Friday On Hope Street,Torture Garden,doom metal,4.399333333333333,4.232666666666667
